"Descrizione","Tipo","Chiuso","Indirizzo","Cap","Citta","Prov.","lat","long"
"TRATTORIA FLORA","TRATTORIA","MAI","VIA PORTICI, 75",39012,"MERANO","BZ",46.6713399890211,11.1637199628929
"TRAUBE RISTORANTE","RISTORANTE","MAI","PIAZZA JOHANN TRIBUS, 13",39011,"LANA","BZ",46.613180016453,11.1562999669259
"TRAYAH CAFE BAR","BAR TAVOLA FREDDA","XXX","VIA JOSEF FERRARI, 18",39031,"BRUNICO","BZ",46.792169984799,11.9331999644326
"TREFFPUNKT BAR","BAR TAVOLA FREDDA","LUN","VIA JOHANN OBERHOFER, 8",39040,"NAZ-SCIAVES","BZ",46.7676499843447,11.6658500263774
"TREFFPUNKT BAR","BAR TAVOLA CALDA","MAI","V. SAN VIGILIO, 64/G",39100,"BOLZANO","BZ",46.4854900196593,11.3480299670939
"TREINDLERHOF TRATTORIA","TRATTORIA","MAR","V. STAZIONE, 7",39021,"LACES","BZ",46.6189499928704,10.8598199816699
"TRUCK STOP BAR & IMBISS","BAR TAVOLA CALDA","DOM","VIA LUCIA FRISCHIN, 0",39100,"BOLZANO","BZ",46.4701167776345,11.3237407616076
"TSCHOEGGLBERGERHOF RISTORANTE","RISTORANTE / PIZZERIA","MAI","FREIGASSE, 8",39050,"SAN GENESIO ATESINO","BZ",46.5385099996526,11.3303800259393
"TUBLADEL RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA CHR. TREBINGER, 22",39046,"ORTISEI","BZ",46.5706900118714,11.6788900046045
"TURM CAFE BAR","BAR TAVOLA CALDA","DOM","VIA CITTA' NUOVA, 6",39049,"VIPITENO","BZ",46.8985600149718,11.431359998617
"TURM RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","LOCALITA' DORFL, 31",39010,"SAN PANCRAZIO","BZ",46.5860700079175,11.0871800273131
"UBERBACHER BAR TF","BAR TAVOLA FREDDA","LUN","VIA PETER THALGUTER, 2",39022,"LAGUNDO","BZ",46.6795299885233,11.1261100280686
"UBERBACHER PANETTERIA","MARKET CON GASTR./SUPERMERCATO","MAI","KASSEROLWEG, 1",39040,"LAION","BZ",46.6092900170988,11.563670016622
"UBERBACHER PANETTERIA","GASTRONOMIA/ROSTICCERIA","S&D","ALBEINS, 22",39042,"BRESSANONE","BZ",46.6917954995275,11.652627920976
"UBERBACHER PANETTERIA","GASTRONOMIA/ROSTICCERIA","S&D","FRAZIONE SAN PIETRO, 13",39040,"FUNES","BZ",46.640670018569,11.6770400347547
"UBERBACHER PANETTERIA MARKET","GASTRONOMIA/ROSTICCERIA","S&D","VIA PEDETLIVA, 36",39046,"ORTISEI","BZ",46.5737400187988,11.6722999846899
"UBERBACHER RISTORANTE","RISTORANTE","XXX","V. SAN PIETRO, 6",39040,"LAION","BZ",46.602259989177,11.610749993292
"UEBERBACHER GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","MAI","PIAZZA FRAGHES, 36",39043,"CHIUSA","BZ",46.6378399946903,11.5622600128698
"UEBERBACHER GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","S&D","VIA VINZENZ GASSER, 75",39042,"BRESSANONE","BZ",46.7242800056582,11.6496000306912
"UEBERBACHER GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","S&D","VIA STAZIONE, 21",39043,"CHIUSA","BZ",46.6429900036394,11.572179995278
"UNI BAR","BAR TAVOLA CALDA","S&D","PIAZZA UNIVERSITA', 1",39100,"BOLZANO","BZ",46.4984900162083,11.3507300295637
"UNIVERS BAR CAFFE' BISTRO'","BAR TAVOLA CALDA","MAI","VIA SANTA CROCE, 19",39042,"BRESSANONE","BZ",46.7156399817744,11.653250014248
"UNTERINNERHOF RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","STRADA OBERPLATTEN, 13",39054,"RENON","BZ",46.5018900095028,11.4200300124567
"UVA BIANCA RISTORANTE","RISTORANTE","DOM","VIA MUSEO, 19",39100,"BOLZANO","BZ",46.4996900113764,11.3513399806578
"UVA POSTA RISTORANTE","RISTORANTE","MAI","VIA CLAUDIA AUGUSTA, 10",39027,"CURON VENOSTA","BZ",46.8085432454585,10.5405558646481
"VENERI BAR  TRATTORIA","RISTORANTE / PIZZERIA","MAI","VIA NAZIONALE, 19",39051,"BRONZOLO","BZ",46.4025999961433,11.3183100015476
"VERA PIZZA NAPOLI TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIALE AMEDEO DUCA D'AOSTA, 77",39100,"BOLZANO","BZ",46.4966700116622,11.339229974588
"VERANUM BAR CAFFE PUB","BAR TAVOLA FREDDA","LUN","STR. FUNIVIA, 3",39010,"VERANO","BZ",46.6044899945168,11.2260300252708
"VERDI BAR CAFFE'","BAR TAVOLA CALDA","MAI","PIAZZA GIUSEPPE VERDI, 44",39100,"BOLZANO","BZ",46.4952699823749,11.3542899914804
"VERMOI RISTORANTE HOTEL","RISTORANTE","MAR","V. REICH, 4",39021,"LACES","BZ",46.6220300070113,10.8639100151434
"VESUVIO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIALE TRIESTE, 44",39100,"BOLZANO","BZ",46.4911599999718,11.3435899891628
"VIEL NOIS BAR PIZZERIA","RISTORANTE / PIZZERIA","LUN","FRAZIONE SAN PIETRO, 77",39040,"FUNES","BZ",46.6409500160445,11.6882799992749
"VILLA BERTA BAR","BAR TAVOLA FREDDA","DOM","VIA CASSIANO, 9",39042,"BRESSANONE","BZ",46.7109399972069,11.6557899823672
"VILLA BUX CAFE'","BAR TAVOLA CALDA","XXX","VIA KARL WOLF, 19",39012,"MERANO","BZ",46.6756199983301,11.1580599989547
"VILLA RESI SNACK BAR CAFE'","BAR TAVOLA CALDA","DOM","VIA BRENNERO, 22",39040,"VARNA","BZ",46.7313200080447,11.6509399617328
"VINOTHEK RELAX RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","VIA CAMILLO BENSO DI CAVOUR, 31",39012,"MERANO","BZ",46.6683499965204,11.1655400093484
"VIP BAR TAVOLA CALDA","BAR TAVOLA CALDA","DOM","VIA ARMANDO DIAZ, 10",39100,"BOLZANO","BZ",46.5033024404208,11.3422784987917
"VIS A VIS","GASTRONOMIA/ROSTICCERIA","XXX","VIA BRENNERO, 8",39049,"VIPITENO","BZ",46.8939399937605,11.4361999609676
"VIS A VIS  BISTRO BAR","BAR TAVOLA CALDA","MAI","VIA VITTORIO VENETO, 31",39042,"BRESSANONE","BZ",46.7094900117766,11.6519000249225
"VIS A VIS SCHUL CAFE","RISTORANTE","S&D","V. LAGHETTO, 18/B",39042,"BRESSANONE","BZ",46.7082499930208,11.6529900076115
"VIVA EXPRESS PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA JOSEF JUNGMANN, 18",39032,"CAMPO TURES","BZ",46.9193400102292,11.9536200407676
"VIVES BAR RESTAURANT","RISTORANTE / PIZZERIA","MAI","VIA LUIGI GALVANI, 38",39100,"BOLZANO","BZ",46.47066000219,11.3297900237747
"VOBA LOUNGE BAR","BAR TAVOLA CALDA","MAI","VIA DEL MACELLO, 55",39100,"BOLZANO","BZ",46.4936200047348,11.3605100341889
"VURZA RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA VURZA, 25",39055,"LAIVES","BZ",46.4442534315798,11.3292249883043
"WAAGE BAR PUB","BAR TAVOLA CALDA","DOM","VIA VITTORIO VENETO, 75",39042,"BRESSANONE","BZ",46.6976900103957,11.645449982791
"WALDERHOF RESTAURANT","BAR TAVOLA FREDDA","XXX","VIA SCHLOSSERGASSE, 20",39040,"NAZ SCIAVES","BZ",46.7536499848374,11.6814899871505
"WALDHEIM ALBERGO RISTORANTE","RISTORANTE","LUN","LOCALITA' ALTA VALLE, 16",39020,"MARTELLO","BZ",46.5340400145082,10.7505099897974
"WALDRAST HOTEL RISTORANTE","RISTORANTE / PIZZERIA","SAB","VIA UNTERDORF, 4",39030,"TERENTO","BZ",46.8270601596809,11.7757622579931
"WALDTHALER OSTERIA","TRATTORIA","LUN","PIAZZA PRINCIPALE, 34",39040,"ORA","BZ",46.3480100018662,11.2990000244691
"WALTER VON D. VOGELWEIDE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","LOCALITA' CITTA' ALTA, 66",39043,"CHIUSA","BZ",46.6412800115725,11.5676000395639
"WALTHERS' TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","GALLERIA GRIFONE, 7",39100,"BOLZANO","BZ",46.4983300056766,11.3556699880192
"WEINHOF RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","VIA CALDARO, 49",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4500600083033,11.26179996471
"WEISSES ROSSEL RISTORANTE","RISTORANTE","MAR","VIA JOHANN GEORG PLAZER, 15",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4567299915742,11.2589800410247
"WEISSES ROSSL BAR PIZZERIA RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA CENTRALE, 80",39021,"LACES","BZ",46.6178499938072,10.8614599848452
"WEISSKIRCHE RITORANTE ALBERGO","RISTORANTE / PIZZERIA","MAI","VIA DELLA CHIESA, 32",39030,"VANDOIES","BZ",46.8159453893573,11.7212987117157
"WELCOME FAST FOOD","FAST FOOD","MAI","VIA MASO DELLA PIEVE, 6",39100,"BOLZANO","BZ",46.4737199835822,11.3370400347454
"WEWA MARKET","MARKET CON GASTR./SUPERMERCATO","DOM","PIAZZA BENJAMIN, 2",39032,"CAMPO TURES","BZ",46.8999999840278,11.9427399951698
"WHY NOT RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA GIOVANNI KEPLERO, 1",39100,"BOLZANO","BZ",46.4718111085714,11.3174002240976
"WIESER GASTHOF PIZZERIA","RISTORANTE / PIZZERIA","MER","VIA CENTRO, 45",39050,"NOVA PONENTE","BZ",46.4091699833093,11.5057300271027
"WIESER RISTORANTE HOTEL","RISTORANTE","GIO","LOCALITA STELVIO, 55",39040,"CAMPO DI TRENS","BZ",46.8544614421984,11.501653188605
"WIESNERHOF HOTEL RISTORANTE","RISTORANTE","LUN","LOC PRATI, 98",39049,"VAL DI VIZZE","BZ",46.9463000000001,11.5650899090001
"WINHAUS PUNKT BAR","BAR TAVOLA CALDA","LUN","PIAZZA PRINCIPALE, 3",39052,"CALDARO SULLA STRADA DEL VINO","BZ",46.4132600167828,11.2462099600799
"WIPPTAL PIZZERIA","RISTORANTE / PIZZERIA","MAI","V. VAL DI VIZZE, 55",39040,"VAL DI VIZZE","BZ",46.8958278088084,11.4466394474291
"WIRT AN DER MAHR","RISTORANTE / PIZZERIA","GIO","V. BRENNER, 116",39042,"BRESSANONE","BZ",46.7282583870383,11.652378906787
"WIRT AN DER MAHR RISTORANTE","RISTORANTE / PIZZERIA","GIO","VIA BRENNERO, 116",39042,"BRESSANONE","BZ",46.7282583870383,11.652378906787
"WIRTSHAUS VOGELE RISTORANTE","RISTORANTE / PIZZERIA","DO","VIA JOHANN WOLFANG VON GOETHE, 3",39100,"BOLZANO","BZ",46.4991599817291,11.352470028844
"WOLFI'S STUEBELE RISTORANTE","RISTORANTE","MAI","V. PRINCIPALE, 35",39021,"LACES","BZ",46.6174490320026,10.860051210287
"WOLKENSTEIN BAR","BAR TAVOLA FREDDA","MAI","VIA ENRICO TOTI, 57",39012,"MERANO","BZ",46.6651600118099,11.1523000389115
"WUERSTELSTANDL BAR","BAR TAVOLA CALDA","S&D","VIA BASTIONI, 0",39031,"BRUNICO","BZ",46.7961859104257,11.9370928036923
"WUNDER BAR","BAR TAVOLA FREDDA","MAI","CORSO DELLA LIBERTA', 70",39012,"MERANO","BZ",46.6706799979651,11.1633000295438
"WURST IMBISS SNACK BAR","BAR TAVOLA CALDA","MAI","VIA LUIGI GALVANI, 28",39100,"BOLZANO","BZ",46.4726999897848,11.3305599854004
"WURSTLHOF RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA SAN GIACOMO, 151",39055,"LAIVES","BZ",46.4547099948184,11.3352499955032
"WURSTLHONS FAST FOOD","FAST FOOD","DOM","VIA ROMA, 1",39042,"BRESSANONE","BZ",46.7168499933169,11.6545200402171
"XPRESS PIZZA","TAKE AWAY / PIZZ. ASPORTO","XXX","C.SO LIBERTA', 180/C",39012,"MERANO","BZ",46.6711599876504,11.1588800005423
"XUND RESTAURANT MENSA","MENSA","S&D","VIA JOSEF FERRARI, 42",39031,"BRUNICO","BZ",46.7905299816236,11.9293799958794
"YAMATO RISTORANTE ASIATICO RISTORANTE","RISTORANTE","LUN","CORSO DELLA LIBERTA', 103",39012,"MERANO","BZ",46.6707900104443,11.1578299995315
"YI JI RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA CITTA' VECCHIA, 42",39049,"VIPITENO","BZ",46.9008600092031,11.4300100092916
"YOSYAG RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA JOHANN WOLFGANG VON GOETHE, 40",39012,"MERANO","BZ",46.6756399891692,11.1549199703871
"YU FOOD RISTORANTE","RISTORANTE","DO","VIA DELL' ISARCO, 3",39100,"BOLZANO","BZ",46.4967400005538,11.3535799604624
"ZENTRAL BAR RISTORANTE","RISTORANTE / PIZZERIA","SAB","VIA PASSIRIA, 25",39015,"SAN LEONARDO IN PASSIRIA","BZ",46.8119700098466,11.2475700076891
"ZENTRAL RISTORANTE","RISTORANTE / PIZZERIA","MAI","V. PETER PAUL RAINER, 17",39038,"SAN CANDIDO","BZ",46.733529980636,12.2797500026784
"ZITA'S IMBISS","BAR TAVOLA CALDA","DOM","P.ZA DELLO SPORT, SNC",39032,"CAMPO TURES","BZ",46.9403750000001,12.041304729
"ZODIACO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA MERANO, 14",39100,"BOLZANO","BZ",46.4943600010566,11.3102799706675
"ZOLL.ONE RISTORANTE","RISTORANTE","DO","VIA BRENNERO, 48",39049,"VIPITENO","BZ",46.8964698200913,11.4353509311897
"ZONE PUB BAR","BAR TAVOLA CALDA","DOM","VIA GEORG MAHL, 28",39031,"BRUNICO","BZ",46.7867499947486,11.9220599960173
"ZUM HIRSCHEN RISTORANTE","RISTORANTE","MAR","V. SAN SILVESTRO STEGONA, 33",39031,"BRUNICO","BZ",46.7951021937113,11.9243029284092
"ZUM KALTER KELLER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA BRENNERO, 10",39040,"BARBIANO","BZ",46.5978982485861,11.5287683297706
"ZUM MOHREN HOTEL RISTORANTE","RISTORANTE","MAI","V. PRINCIPALE, 30",39020,"CURON VENOSTA","BZ",46.6361648954336,10.9373021243786
"ZUM MOHREN RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA JOHN FITZGERALD KENNEDY, 258",39055,"LAIVES","BZ",46.4220999909668,11.3318000041562
"ZUM WEISSEN ROESSL - ZOLLWIRT","RISTORANTE / PIZZERIA","MER","VIA VENOSTA, 101",39020,"PARCINES","BZ",46.6788699974673,11.0873599867743
"ZUM WOSCHT RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA SANTNER, 8",39040,"CASTELROTTO","BZ",46.5442800179796,11.5615199746385
"ZUMTURM RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA BAYER, 12",39032,"CAMPO TURES","BZ",46.9204600001315,11.9518800414875
"ZUR KRONE HOTEL","RISTORANTE / PIZZERIA","MAI","VIA NIBELUNGHI, 28",39021,"LACES","BZ",46.605780011325,10.8224200135201
"ZUR LINDE RISTORANTE","RISTORANTE","DOM","VIA KATHARINA LANZ, 80",39037,"RIO DI PUSTERIA","BZ",46.7974100153881,11.6682999728565
"ZUR POST  RISTORANTE","RISTORANTE / PIZZERIA","DOM","LARGO MUNICIPIO, 29",39044,"EGNA","BZ",46.3130199985174,11.2729799986226
"ZUR SONNE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MER","V. ANDREAS HOFER, 1",39011,"LANA","BZ",46.6156800028941,11.1464399989445
"ZUR SONNE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA ANDREAS HOFER, 1",39011,"LANA","BZ",46.6156800028941,11.1464399989445
"ZUR TRAUBE RISTORANTE PIZZERIA BAR","RISTORANTE / PIZZERIA","LUN","VIA CITTA' VECCHIA, 12",39049,"VIPITENO","BZ",46.8995999996083,11.4308499598088
"ZUSHI RISTORANTE","RISTORANTE","MAI","CORSO ITALIA, 13",39100,"BOLZANO","BZ",46.5001200030093,11.3400900416729
"181 BAR","BAR TAVOLA FREDDA","MAI","VIA JOHANN BASTISS PURGER, 181",39046,"ORTISEI","BZ",46.5914750000001,11.6853984530001
"37 ALPINE EATING RISTORANTE","RISTORANTE","DO","VIA ARGENTIERI, 4",39100,"BOLZANO","BZ",46.4990599856242,11.3544400275473
"42 CAFFE` BISTRO`","RISTORANTE","XXX","VIA ORAZIO, 42",39100,"BOLZANO","BZ",46.4976799890854,11.3411800243618
"42 LIGHT CAFE' RESTAURANT","RISTORANTE","MAI","V. ORAZIO, 42",39100,"BOLZANO","BZ",46.4976799890854,11.3411800243618
"6...AL BAR","BAR TAVOLA FREDDA","DOM","VIALE DRUSO, 175",39100,"BOLZANO","BZ",46.4949800104345,11.3318399858344
"8 E MEZZO BAR","BAR TAVOLA CALDA","DOM","PIAZZA GIUSEPPE MAZZINI, 11",39100,"BOLZANO","BZ",46.5010599915409,11.3396599662209
"00","RISTORANTE","SAB","00, SNC",39011,"LANA","BZ",46.59709,11.1510724770001
